date,product_id,origin_country,tariff_rate
03-06-2025,P0031,Vietnam,19
10-06-2025,P0031,Vietnam,20
17-06-2025,P0031,Vietnam,19
24-06-2025,P0031,Vietnam,20
20-05-2025,P0032,Vietnam,22
27-05-2025,P0032,Vietnam,19
03-06-2025,P0032,Vietnam,18
10-06-2025,P0032,Vietnam,21
17-06-2025,P0032,Vietnam,18
24-06-2025,P0032,Vietnam,21
20-05-2025,P0033,India,17
27-05-2025,P0033,India,16
03-06-2025,P0033,India,13
10-06-2025,P0033,India,16
17-06-2025,P0033,India,13
24-06-2025,P0033,India,17
20-05-2025,P0034,India,8
27-05-2025,P0034,India,11
03-06-2025,P0034,India,8
10-06-2025,P0034,India,12
17-06-2025,P0034,India,8
24-06-2025,P0034,India,11
20-05-2025,P0035,USA,12
27-05-2025,P0035,USA,12
03-06-2025,P0035,USA,11
10-06-2025,P0035,USA,12
17-06-2025,P0035,USA,9
24-06-2025,P0035,USA,8
20-05-2025,P0036,India,11
27-05-2025,P0036,India,11
03-06-2025,P0036,India,12
10-06-2025,P0036,India,9
17-06-2025,P0036,India,9
24-06-2025,P0036,India,9
20-05-2025,P0037,China,22
27-05-2025,P0037,China,21
03-06-2025,P0037,China,20
10-06-2025,P0037,China,22
17-06-2025,P0037,China,22
24-06-2025,P0037,China,19
20-05-2025,P0038,USA,18
27-05-2025,P0038,USA,22
03-06-2025,P0038,USA,21
10-06-2025,P0038,USA,18
17-06-2025,P0038,USA,20
24-06-2025,P0038,USA,19
20-05-2025,P0039,France,15
27-05-2025,P0039,France,15
03-06-2025,P0039,France,15
10-06-2025,P0039,France,17
17-06-2025,P0039,France,16
24-06-2025,P0039,France,13
20-05-2025,P0040,Argentina,8
27-05-2025,P0040,Argentina,8
03-06-2025,P0040,Argentina,11
10-06-2025,P0040,Argentina,10
17-06-2025,P0040,Argentina,8
24-06-2025,P0040,Argentina,9
20-05-2025,P0041,USA,3
27-05-2025,P0041,USA,4
03-06-2025,P0041,USA,3
10-06-2025,P0041,USA,5
17-06-2025,P0041,USA,7
24-06-2025,P0041,USA,3
20-05-2025,P0042,Brazil,15
27-05-2025,P0042,Brazil,17
03-06-2025,P0042,Brazil,13
10-06-2025,P0042,Brazil,14
17-06-2025,P0042,Brazil,17
24-06-2025,P0042,Brazil,17
20-05-2025,P0043,Brazil,20
27-05-2025,P0043,Brazil,18
03-06-2025,P0043,Brazil,21
10-06-2025,P0043,Brazil,22
17-06-2025,P0043,Brazil,19
24-06-2025,P0043,Brazil,21
20-05-2025,P0044,Vietnam,5
27-05-2025,P0044,Vietnam,3
03-06-2025,P0044,Vietnam,6
10-06-2025,P0044,Vietnam,3
17-06-2025,P0044,Vietnam,3
24-06-2025,P0044,Vietnam,4
20-05-2025,P0045,South Korea,19
27-05-2025,P0045,South Korea,22
03-06-2025,P0045,South Korea,19
10-06-2025,P0045,South Korea,22
17-06-2025,P0045,South Korea,20
24-06-2025,P0045,South Korea,18
20-05-2025,P0046,Argentina,15
27-05-2025,P0046,Argentina,16
03-06-2025,P0046,Argentina,13
10-06-2025,P0046,Argentina,16
17-06-2025,P0046,Argentina,13
24-06-2025,P0046,Argentina,13
20-05-2025,P0047,China,3
27-05-2025,P0047,China,7
03-06-2025,P0047,China,6
10-06-2025,P0047,China,3
17-06-2025,P0047,China,7
24-06-2025,P0047,China,7
20-05-2025,P0048,USA,12
27-05-2025,P0048,USA,8
03-06-2025,P0048,USA,8
10-06-2025,P0048,USA,10
17-06-2025,P0048,USA,11
24-06-2025,P0048,USA,8
20-05-2025,P0049,Pakistan,15
27-05-2025,P0049,Pakistan,16
03-06-2025,P0049,Pakistan,17
10-06-2025,P0049,Pakistan,14
17-06-2025,P0049,Pakistan,13
24-06-2025,P0049,Pakistan,16
20-05-2025,P0050,Malaysia,19
27-05-2025,P0050,Malaysia,20
03-06-2025,P0050,Malaysia,18
10-06-2025,P0050,Malaysia,20
17-06-2025,P0050,Malaysia,22
24-06-2025,P0050,Malaysia,19
20-05-2025,P0051,China,17
27-05-2025,P0051,China,16
03-06-2025,P0051,China,16
10-06-2025,P0051,China,17
17-06-2025,P0051,China,15
24-06-2025,P0051,China,16
20-05-2025,P0052,India,11
27-05-2025,P0052,India,9
03-06-2025,P0052,India,8
10-06-2025,P0052,India,9
17-06-2025,P0052,India,10
24-06-2025,P0052,India,10
20-05-2025,P0053,USA,11
27-05-2025,P0053,USA,12
03-06-2025,P0053,USA,10
10-06-2025,P0053,USA,12
17-06-2025,P0053,USA,8
24-06-2025,P0053,USA,9
20-05-2025,P0054,Mexico,5
27-05-2025,P0054,Mexico,5
03-06-2025,P0054,Mexico,6
10-06-2025,P0054,Mexico,4
17-06-2025,P0054,Mexico,6
24-06-2025,P0054,Mexico,7
20-05-2025,P0055,Vietnam,20
27-05-2025,P0055,Vietnam,21
03-06-2025,P0055,Vietnam,22
10-06-2025,P0055,Vietnam,21
17-06-2025,P0055,Vietnam,22
24-06-2025,P0055,Vietnam,18
20-05-2025,P0056,USA,22
27-05-2025,P0056,USA,18
03-06-2025,P0056,USA,18
10-06-2025,P0056,USA,21
17-06-2025,P0056,USA,19
24-06-2025,P0056,USA,21
20-05-2025,P0057,Indonesia,9
27-05-2025,P0057,Indonesia,11
03-06-2025,P0057,Indonesia,12
10-06-2025,P0057,Indonesia,9
17-06-2025,P0057,Indonesia,11
24-06-2025,P0057,Indonesia,12
20-05-2025,P0058,USA,21
27-05-2025,P0058,USA,18
03-06-2025,P0058,USA,18
10-06-2025,P0058,USA,19
17-06-2025,P0058,USA,19
24-06-2025,P0058,USA,18
20-05-2025,P0059,USA,21
27-05-2025,P0059,USA,19
03-06-2025,P0059,USA,19
10-06-2025,P0059,USA,21
17-06-2025,P0059,USA,22
24-06-2025,P0059,USA,18
20-05-2025,P0060,Bangladesh,10
27-05-2025,P0060,Bangladesh,9
03-06-2025,P0060,Bangladesh,12
10-06-2025,P0060,Bangladesh,8
17-06-2025,P0060,Bangladesh,11
24-06-2025,P0060,Bangladesh,12
20-05-2025,P0061,Mexico,7
27-05-2025,P0061,Mexico,4
03-06-2025,P0061,Mexico,4
10-06-2025,P0061,Mexico,5
17-06-2025,P0061,Mexico,6
24-06-2025,P0061,Mexico,4
20-05-2025,P0062,USA,8
27-05-2025,P0062,USA,12
03-06-2025,P0062,USA,10
10-06-2025,P0062,USA,11
17-06-2025,P0062,USA,11
24-06-2025,P0062,USA,9
20-05-2025,P0063,Bangladesh,16
27-05-2025,P0063,Bangladesh,15
03-06-2025,P0063,Bangladesh,17
10-06-2025,P0063,Bangladesh,14
17-06-2025,P0063,Bangladesh,17
24-06-2025,P0063,Bangladesh,15
20-05-2025,P0064,Vietnam,8
27-05-2025,P0064,Vietnam,9
03-06-2025,P0064,Vietnam,12
10-06-2025,P0064,Vietnam,11
17-06-2025,P0064,Vietnam,11
24-06-2025,P0064,Vietnam,10
20-05-2025,P0065,India,17
27-05-2025,P0065,India,17
03-06-2025,P0065,India,13
10-06-2025,P0065,India,16
17-06-2025,P0065,India,17
24-06-2025,P0065,India,16
20-05-2025,P0066,China,13
27-05-2025,P0066,China,15
03-06-2025,P0066,China,15
10-06-2025,P0066,China,17
17-06-2025,P0066,China,14
24-06-2025,P0066,China,17
20-05-2025,P0067,Vietnam,16
27-05-2025,P0067,Vietnam,15
03-06-2025,P0067,Vietnam,14
10-06-2025,P0067,Vietnam,14
17-06-2025,P0067,Vietnam,16
24-06-2025,P0067,Vietnam,16
20-05-2025,P0068,Malaysia,21
27-05-2025,P0068,Malaysia,18
03-06-2025,P0068,Malaysia,18
10-06-2025,P0068,Malaysia,21
17-06-2025,P0068,Malaysia,20
24-06-2025,P0068,Malaysia,18
20-05-2025,P0069,South Korea,21
27-05-2025,P0069,South Korea,20
03-06-2025,P0069,South Korea,22
10-06-2025,P0069,South Korea,20
17-06-2025,P0069,South Korea,20
24-06-2025,P0069,South Korea,20
20-05-2025,P0070,Vietnam,7
27-05-2025,P0070,Vietnam,3
03-06-2025,P0070,Vietnam,7
10-06-2025,P0070,Vietnam,3
17-06-2025,P0070,Vietnam,5
24-06-2025,P0070,Vietnam,7
20-05-2025,P0071,USA,19
27-05-2025,P0071,USA,18
03-06-2025,P0071,USA,22
10-06-2025,P0071,USA,22
17-06-2025,P0071,USA,20
24-06-2025,P0071,USA,19
20-05-2025,P0072,India,16
27-05-2025,P0072,India,16
03-06-2025,P0072,India,17
10-06-2025,P0072,India,16
17-06-2025,P0072,India,14
24-06-2025,P0072,India,17
20-05-2025,P0073,USA,9
27-05-2025,P0073,USA,10
03-06-2025,P0073,USA,8
10-06-2025,P0073,USA,8
17-06-2025,P0073,USA,11
24-06-2025,P0073,USA,11
20-05-2025,P0074,Mexico,9
27-05-2025,P0074,Mexico,11
03-06-2025,P0074,Mexico,8
10-06-2025,P0074,Mexico,12
17-06-2025,P0074,Mexico,9
24-06-2025,P0074,Mexico,9
20-05-2025,P0075,Vietnam,19
27-05-2025,P0075,Vietnam,18
03-06-2025,P0075,Vietnam,22
10-06-2025,P0075,Vietnam,21
17-06-2025,P0075,Vietnam,21
24-06-2025,P0075,Vietnam,20
20-05-2025,P0076,USA,9
27-05-2025,P0076,USA,8
03-06-2025,P0076,USA,8
10-06-2025,P0076,USA,9
17-06-2025,P0076,USA,11
24-06-2025,P0076,USA,10
20-05-2025,P0077,France,4
27-05-2025,P0077,France,4
03-06-2025,P0077,France,7
10-06-2025,P0077,France,5
17-06-2025,P0077,France,3
24-06-2025,P0077,France,3
20-05-2025,P0078,India,12
27-05-2025,P0078,India,11
03-06-2025,P0078,India,10
10-06-2025,P0078,India,8
17-06-2025,P0078,India,10
24-06-2025,P0078,India,12
20-05-2025,P0079,China,10
27-05-2025,P0079,China,12
03-06-2025,P0079,China,9
10-06-2025,P0079,China,10
17-06-2025,P0079,China,8
24-06-2025,P0079,China,8
20-05-2025,P0080,USA,10
27-05-2025,P0080,USA,10
03-06-2025,P0080,USA,8
10-06-2025,P0080,USA,12
17-06-2025,P0080,USA,10
24-06-2025,P0080,USA,9
20-05-2025,P0081,China,13
27-05-2025,P0081,China,13
03-06-2025,P0081,China,13
10-06-2025,P0081,China,17
17-06-2025,P0081,China,14
24-06-2025,P0081,China,16
20-05-2025,P0082,Mexico,17
27-05-2025,P0082,Mexico,15
03-06-2025,P0082,Mexico,16
10-06-2025,P0082,Mexico,15
17-06-2025,P0082,Mexico,15
24-06-2025,P0082,Mexico,14
20-05-2025,P0083,Argentina,18
27-05-2025,P0083,Argentina,22
03-06-2025,P0083,Argentina,22
10-06-2025,P0083,Argentina,21
17-06-2025,P0083,Argentina,18
24-06-2025,P0083,Argentina,19
20-05-2025,P0084,USA,21
27-05-2025,P0084,USA,19
03-06-2025,P0084,USA,20
10-06-2025,P0084,USA,21
17-06-2025,P0084,USA,19
24-06-2025,P0084,USA,20
20-05-2025,P0085,USA,14
27-05-2025,P0085,USA,15
03-06-2025,P0085,USA,14
10-06-2025,P0085,USA,16
17-06-2025,P0085,USA,15
24-06-2025,P0085,USA,16
20-05-2025,P0086,USA,15
27-05-2025,P0086,USA,17
03-06-2025,P0086,USA,16
10-06-2025,P0086,USA,15
17-06-2025,P0086,USA,15
24-06-2025,P0086,USA,14
20-05-2025,P0087,USA,10
27-05-2025,P0087,USA,11
03-06-2025,P0087,USA,11
10-06-2025,P0087,USA,10
17-06-2025,P0087,USA,9
24-06-2025,P0087,USA,11
20-05-2025,P0088,USA,17
27-05-2025,P0088,USA,13
03-06-2025,P0088,USA,16
10-06-2025,P0088,USA,16
17-06-2025,P0088,USA,14
24-06-2025,P0088,USA,14
20-05-2025,P0089,China,8
27-05-2025,P0089,China,12
03-06-2025,P0089,China,9
10-06-2025,P0089,China,9
17-06-2025,P0089,China,11
24-06-2025,P0089,China,11
20-05-2025,P0090,India,10
27-05-2025,P0090,India,9
03-06-2025,P0090,India,10
10-06-2025,P0090,India,11
17-06-2025,P0090,India,10
24-06-2025,P0090,India,12
20-05-2025,P0091,India,13
27-05-2025,P0091,India,15
03-06-2025,P0091,India,16
10-06-2025,P0091,India,13
17-06-2025,P0091,India,13
24-06-2025,P0091,India,13
20-05-2025,P0092,China,19
27-05-2025,P0092,China,20
03-06-2025,P0092,China,18
10-06-2025,P0092,China,20
17-06-2025,P0092,China,19
24-06-2025,P0092,China,20
20-05-2025,P0093,India,7
27-05-2025,P0093,India,4
03-06-2025,P0093,India,7
10-06-2025,P0093,India,6
17-06-2025,P0093,India,5
24-06-2025,P0093,India,5
20-05-2025,P0094,China,3
27-05-2025,P0094,China,7
03-06-2025,P0094,China,5
10-06-2025,P0094,China,3
17-06-2025,P0094,China,3
24-06-2025,P0094,China,5
20-05-2025,P0095,India,12
27-05-2025,P0095,India,12
03-06-2025,P0095,India,10
10-06-2025,P0095,India,10
17-06-2025,P0095,India,11
24-06-2025,P0095,India,12
20-05-2025,P0096,USA,5
27-05-2025,P0096,USA,6
03-06-2025,P0096,USA,4
10-06-2025,P0096,USA,6
17-06-2025,P0096,USA,4
24-06-2025,P0096,USA,6
20-05-2025,P0097,France,10
27-05-2025,P0097,France,12
03-06-2025,P0097,France,9
10-06-2025,P0097,France,11
17-06-2025,P0097,France,8
24-06-2025,P0097,France,12
20-05-2025,P0098,USA,13
27-05-2025,P0098,USA,16
03-06-2025,P0098,USA,15
10-06-2025,P0098,USA,13
17-06-2025,P0098,USA,17
24-06-2025,P0098,USA,13
20-05-2025,P0099,India,12
27-05-2025,P0099,India,12
03-06-2025,P0099,India,8
10-06-2025,P0099,India,12
17-06-2025,P0099,India,12
24-06-2025,P0099,India,10
20-05-2025,P0100,Bangladesh,17
27-05-2025,P0100,Bangladesh,14
03-06-2025,P0100,Bangladesh,14
10-06-2025,P0100,Bangladesh,16
17-06-2025,P0100,Bangladesh,13
24-06-2025,P0100,Bangladesh,17
20-05-2025,P0101,Germany,19
27-05-2025,P0101,Germany,18
03-06-2025,P0101,Germany,19
10-06-2025,P0101,Germany,21
17-06-2025,P0101,Germany,19
24-06-2025,P0101,Germany,19
20-05-2025,P0102,Brazil,3
27-05-2025,P0102,Brazil,4
03-06-2025,P0102,Brazil,7
10-06-2025,P0102,Brazil,3
17-06-2025,P0102,Brazil,4
24-06-2025,P0102,Brazil,6
20-05-2025,P0103,South Korea,18
27-05-2025,P0103,South Korea,19
03-06-2025,P0103,South Korea,20
10-06-2025,P0103,South Korea,18
17-06-2025,P0103,South Korea,19
24-06-2025,P0103,South Korea,19
20-05-2025,P0104,Argentina,7
27-05-2025,P0104,Argentina,5
03-06-2025,P0104,Argentina,4
10-06-2025,P0104,Argentina,5
17-06-2025,P0104,Argentina,5
24-06-2025,P0104,Argentina,6
20-05-2025,P0105,USA,22
27-05-2025,P0105,USA,19
03-06-2025,P0105,USA,18
10-06-2025,P0105,USA,22
17-06-2025,P0105,USA,20
24-06-2025,P0105,USA,21
20-05-2025,P0106,India,18
27-05-2025,P0106,India,22
03-06-2025,P0106,India,18
10-06-2025,P0106,India,18
17-06-2025,P0106,India,18
24-06-2025,P0106,India,19
20-05-2025,P0107,Vietnam,11
27-05-2025,P0107,Vietnam,10
03-06-2025,P0107,Vietnam,10
10-06-2025,P0107,Vietnam,11
17-06-2025,P0107,Vietnam,8
24-06-2025,P0107,Vietnam,12
20-05-2025,P0108,Germany,11
27-05-2025,P0108,Germany,10
03-06-2025,P0108,Germany,11
10-06-2025,P0108,Germany,9
17-06-2025,P0108,Germany,12
24-06-2025,P0108,Germany,8
20-05-2025,P0109,Indonesia,15
27-05-2025,P0109,Indonesia,16
03-06-2025,P0109,Indonesia,15
10-06-2025,P0109,Indonesia,16
17-06-2025,P0109,Indonesia,17
24-06-2025,P0109,Indonesia,15
20-05-2025,P0110,USA,20
27-05-2025,P0110,USA,18
03-06-2025,P0110,USA,22
10-06-2025,P0110,USA,20
17-06-2025,P0110,USA,21
24-06-2025,P0110,USA,19
20-05-2025,P0111,China,10
27-05-2025,P0111,China,12
03-06-2025,P0111,China,10
10-06-2025,P0111,China,9
17-06-2025,P0111,China,11
24-06-2025,P0111,China,12
20-05-2025,P0112,Vietnam,11
27-05-2025,P0112,Vietnam,10
03-06-2025,P0112,Vietnam,9
10-06-2025,P0112,Vietnam,11
17-06-2025,P0112,Vietnam,9
24-06-2025,P0112,Vietnam,11
20-05-2025,P0113,Vietnam,19
27-05-2025,P0113,Vietnam,19
03-06-2025,P0113,Vietnam,19
10-06-2025,P0113,Vietnam,20
17-06-2025,P0113,Vietnam,21
24-06-2025,P0113,Vietnam,18
20-05-2025,P0114,USA,8
27-05-2025,P0114,USA,10
03-06-2025,P0114,USA,9
10-06-2025,P0114,USA,12
17-06-2025,P0114,USA,11
24-06-2025,P0114,USA,9
20-05-2025,P0115,Mexico,10
27-05-2025,P0115,Mexico,9
03-06-2025,P0115,Mexico,12
10-06-2025,P0115,Mexico,11
17-06-2025,P0115,Mexico,11
24-06-2025,P0115,Mexico,10
20-05-2025,P0116,USA,18
27-05-2025,P0116,USA,22
03-06-2025,P0116,USA,20
10-06-2025,P0116,USA,21
17-06-2025,P0116,USA,20
24-06-2025,P0116,USA,20
20-05-2025,P0117,China,14
27-05-2025,P0117,China,13
03-06-2025,P0117,China,14
10-06-2025,P0117,China,15
17-06-2025,P0117,China,14
24-06-2025,P0117,China,14
20-05-2025,P0118,India,19
27-05-2025,P0118,India,21
03-06-2025,P0118,India,22
10-06-2025,P0118,India,19
17-06-2025,P0118,India,20
24-06-2025,P0118,India,19
20-05-2025,P0119,China,14
27-05-2025,P0119,China,16
03-06-2025,P0119,China,17
10-06-2025,P0119,China,15
17-06-2025,P0119,China,13
24-06-2025,P0119,China,16
20-05-2025,P0120,Vietnam,4
27-05-2025,P0120,Vietnam,3
03-06-2025,P0120,Vietnam,7
10-06-2025,P0120,Vietnam,3
17-06-2025,P0120,Vietnam,7
24-06-2025,P0120,Vietnam,5
20-05-2025,P0121,USA,12
27-05-2025,P0121,USA,8
03-06-2025,P0121,USA,11
10-06-2025,P0121,USA,12
17-06-2025,P0121,USA,9
24-06-2025,P0121,USA,11
20-05-2025,P0122,USA,12
27-05-2025,P0122,USA,11
03-06-2025,P0122,USA,9
10-06-2025,P0122,USA,9
17-06-2025,P0122,USA,8
24-06-2025,P0122,USA,9
20-05-2025,P0123,USA,9
27-05-2025,P0123,USA,11
03-06-2025,P0123,USA,12
10-06-2025,P0123,USA,8
17-06-2025,P0123,USA,9
24-06-2025,P0123,USA,9
20-05-2025,P0124,USA,7
27-05-2025,P0124,USA,3
03-06-2025,P0124,USA,6
10-06-2025,P0124,USA,5
17-06-2025,P0124,USA,6
24-06-2025,P0124,USA,4
20-05-2025,P0125,Malaysia,14
27-05-2025,P0125,Malaysia,15
03-06-2025,P0125,Malaysia,16
10-06-2025,P0125,Malaysia,14
17-06-2025,P0125,Malaysia,16
24-06-2025,P0125,Malaysia,17
20-05-2025,P0126,China,3
27-05-2025,P0126,China,6
03-06-2025,P0126,China,5
10-06-2025,P0126,China,3
17-06-2025,P0126,China,4
24-06-2025,P0126,China,5
20-05-2025,P0127,China,13
27-05-2025,P0127,China,13
03-06-2025,P0127,China,15
10-06-2025,P0127,China,15
17-06-2025,P0127,China,15
24-06-2025,P0127,China,13
20-05-2025,P0128,Vietnam,15
27-05-2025,P0128,Vietnam,15
03-06-2025,P0128,Vietnam,14
10-06-2025,P0128,Vietnam,16
17-06-2025,P0128,Vietnam,13
24-06-2025,P0128,Vietnam,17
20-05-2025,P0129,USA,4
27-05-2025,P0129,USA,4
03-06-2025,P0129,USA,3
10-06-2025,P0129,USA,3
17-06-2025,P0129,USA,6
24-06-2025,P0129,USA,7
20-05-2025,P0130,Vietnam,16
27-05-2025,P0130,Vietnam,13
03-06-2025,P0130,Vietnam,15
10-06-2025,P0130,Vietnam,13
17-06-2025,P0130,Vietnam,14
24-06-2025,P0130,Vietnam,14
20-05-2025,P0131,China,13
27-05-2025,P0131,China,16
03-06-2025,P0131,China,17
10-06-2025,P0131,China,14
17-06-2025,P0131,China,13
24-06-2025,P0131,China,16
20-05-2025,P0132,South Korea,20
27-05-2025,P0132,South Korea,20
03-06-2025,P0132,South Korea,19
10-06-2025,P0132,South Korea,18
17-06-2025,P0132,South Korea,21
24-06-2025,P0132,South Korea,22
20-05-2025,P0133,India,7
27-05-2025,P0133,India,4
03-06-2025,P0133,India,6
10-06-2025,P0133,India,6
17-06-2025,P0133,India,6
24-06-2025,P0133,India,4
20-05-2025,P0134,Thailand,14
27-05-2025,P0134,Thailand,14
03-06-2025,P0134,Thailand,14
10-06-2025,P0134,Thailand,15
17-06-2025,P0134,Thailand,17
24-06-2025,P0134,Thailand,14
20-05-2025,P0135,Thailand,11
27-05-2025,P0135,Thailand,10
03-06-2025,P0135,Thailand,11
10-06-2025,P0135,Thailand,11
17-06-2025,P0135,Thailand,10
24-06-2025,P0135,Thailand,12
20-05-2025,P0136,USA,8
27-05-2025,P0136,USA,8
03-06-2025,P0136,USA,11
10-06-2025,P0136,USA,11
17-06-2025,P0136,USA,10
24-06-2025,P0136,USA,10
20-05-2025,P0137,China,6
27-05-2025,P0137,China,3
03-06-2025,P0137,China,5
10-06-2025,P0137,China,6
17-06-2025,P0137,China,3
24-06-2025,P0137,China,3
20-05-2025,P0138,China,3
27-05-2025,P0138,China,4
03-06-2025,P0138,China,7
10-06-2025,P0138,China,7
17-06-2025,P0138,China,5
24-06-2025,P0138,China,3
20-05-2025,P0139,Indonesia,14
27-05-2025,P0139,Indonesia,13
